t_ms,x_m,y_m
5.209854903106437,0.00041640577463023307,0.00024547806133533886
5.25854513584575,0.0004163980499321006,0.0002454803317664264
5.3072353685850615,0.0004163980499321006,0.0002454803317664264
5.355925601324374,0.0004163980499321006,0.0002454803317664264
5.404615834063687,0.0004164208760496302,0.00024547395266741865
5.453306066802998,0.0004164245812962266,0.0002454901959801095
5.501996299542311,0.0004164171958534495,0.0002454400986477731
5.550686532281624,0.0004163980499321006,0.0002454803317664264
5.599376765020937,0.0004164208760496302,0.00024547395266741865
5.648066997760249,0.00041640551579343185,0.0002454783201721401
5.6967572304995615,0.0004164401999247931,0.00024545243649201973
5.745447463238874,0.0004164250990347248,0.00024545654297772763
5.794137695978187,0.00041640310964912277,0.0002454638932748538
5.842827928717499,0.0004164208760496302,0.00024547395266741865
5.891518161456812,0.00041644391048144426,0.0002454686764460047
